Hospede_ID;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade
HSP-458347;Eloris Amércio Lüdtke;518.650.679-62;F;10-11-1962;Curitiba;PR;elorisludtke@yahoo.com.br;(51) 99540-6523;Prata
HSP-688443;Emerson Anunciato Arcosi;264.697.950-99;M;06/06/1979;São Paulo;SP;emersonarcosi@outlook.com;(19) 97668-1110;Bronze
HSP-711407;Adora Accorsi Afonso;209.225.212-71;F;01.09.04;Porto Alegre;RS;adora.afonso@hotmail.com;(81) 99346-5615;Ouro
HSP-378245;Jandaia Mesquita Marusho;715.129.545-60;F;31/08/1985;Brasília;DF;jandaiamarusho@icloud.com;(62) 97282-4663;Bronze
HSP-666743;Eraldo Ardon Ciaramicoli;595.228.751-47;M;11/11/1952;Recife;PE;ERALDO.CIARAMICOLI@UOL.COM.BR;(11) 96269-9981;Bronze
HSP-712624;Iremar Berger Antenor;098.910.504-08;M;17/02/1985;Salvador;BA;iremarantenor@outlook.com;(81) 99079-7381;Bronze
HSP-635262;Uwe Capraro Barros;942.104.208-59;M;08/01/1975;São Paulo;SP;uwe_barros@uol.com.br;(31) 98233-7669;Bronze
HSP-137338;Anaís Teixeira Abe;909.375.770-90;F;09/10/1967;Goiânia;GO;anais_abe@uol.com.br;(19) 98692-1485;Prata
HSP-231828;Conceição Löffler Aoki;369.559.582-59;F;24-05-1997;Curitiba;PR;conceicao_aoki@gmail.com;(19) 98388-3152;Prata
HSP-368540;Wander Ardin Franco;827.610.023-69;M;26/11/1973;Niterói;RJ;wander_franco@icloud.com;31961115240;Bronze
HSP-947685;Leonarda Hopf Antunes;633.759.849-01;F;07/07/1977;Campinas;SP;leonardaantunes94@uol.com.br;(16) 99647-9662;Ouro
HSP-668612;Fernanda Amiraldo;795.233.143-43;F;1999-07-25;Goiânia;GO;fernanda.amiraldo81@yahoo.com.br;11987408623;Bronze
HSP-425760;Jefferson Adorno Sakamoto;813.220.822-60;M;12/07/1953;Uberlândia;MG;jefferson.sakamoto67@outlook.com;(41) 99528-6211;Prata
HSP-854802;Jamerson Alegria Amiran;259.900.284-23;M;30/03/1970;Campinas;SP;jamerson.amiran98@gmail.com;16961793038;Prata
HSP-209987;Duarte Matsuo;792.517.333-50;M;08/10/1982;Salvador;BA;duarte_matsuo@hotmail.com;19980513675;Bronze
HSP-694432;Théo Arciniega;211.670.062-08;M;08.07.93;Porto Alegre;RS;theo.arciniega@gmail.com;31970971161;Bronze
HSP-662151;Soraia Marchetti Cavallini;350.113.449-59;F;22/05/1950;LONDRINA;PR;soraia_cavallini@icloud.com;(81) 97336-1443;Bronze
HSP-992295;Marceliano Alzira;972.547.204-78;M;13.11.61;Curitiba;PR;marceliano_alzira40@hotmail.com;21978346910;Bronze
HSP-838336;Ailine Cafagna Anzolin;574.814.525-12;F;04/12/1983;São Paulo;SP;ailine.anzolin@uol.com.br;(62) 98187-7453;Bronze
HSP-829451;Sachiko Fernandes Amira;391.369.975-95;F;08-12-1986;Recife;PE;sachiko_amira@uol.com.br;(41) 97997-8944;Prata
HSP-811999;Irene Mergen Henrique;038.341.247-10;F;16/12/1984;Porto Alegre;RS;irene.henrique59@hotmail.com;(11) 97820-5874;Ouro
HSP-068229;Cassio Gieseler Battaglini;988.773.352-03;M;02/09/1964;Niterói;RJ;CASSIO.BATTAGLINI@UOL.COM.BR;(61) 99752-9674;Ouro
HSP-991068;Massao Grüber Schaefer;510.885.899-01;M;07/06/1991;Goiânia;GO;MASSAOSCHAEFER@ICLOUD.COM;(21) 98161-3006;Bronze
HSP-485270;Genildo Carboni Abbate;433.955.343-32;M;1996-09-25;Goiânia;GO;genildo.abbate87@yahoo.com.br;(21) 99148-8287;Bronze
HSP-117898;Eduardo Leite Amiral;009.173.163-12;M;1988-02-27;Ribeirão Preto;SP;eduardo.amiral83@hotmail.com;(11) 98693-9450;Bronze
HSP-879119;Norma Buscemi Tsuda;257.989.691-00;F;21/01/1986;Goiânia;GO;norma.tsuda15@uol.com.br;(62) 99424-3935;Bronze
HSP-103583;Marta Chiavegato Ardenna;831.197.789-58;F;21/03/1975;Recife;PE;marta_ardenna52@outlook.com;(11) 99814-2746;Prata
HSP-431823;Kevin Carta Cinelli;575.100.036-60;M;06/08/1994;São Paulo;SP;kevin_cinelli@outlook.com;(16) 99526-6115;ouro
HSP-846775;Emanuel Arcoverde Bonanomi;581.630.212-41;M;11.04.83;Goiânia;GO;emanuelbonanomi@uol.com.br;31967867669;Bronze
HSP-055089;Cristóvão Feiler;102.623.705-06;M;09/05/1997;Niterói;RJ;cristovao.feiler@yahoo.com.br;(51) 98281-3857;Bronze
HSP-283976;Margarida Antero;763.169.145-20;F;06.04.78;Rio de Janeiro;RJ;margarida_antero@gmail.com;41975766543;Bronze
HSP-492487;Juberto Cattaneo Sardinha;226.761.747-11;M;16/03/1989;Niterói;RJ;jubertosardinha46@outlook.com;31990973339;Bronze
HSP-293653;Norma Fonseca Haas;371.960.348-21;F;22/03/1969;Recife;PE;normahaas@hotmail.com;(21) 96444-8015;Bronze
HSP-610769;Helton Hofer Fuchs;542.401.504-26;M;19-09-1956;Belo Horizonte;MG;helton.fuchs@yahoo.com.br;(81) 99996-1996;Bronze
HSP-257896;Joliana Amavizca;364.548.759-03;F;07/08/1961;Uberlândia;MG;joliana_amavizca@icloud.com;16970643178;Bronze
HSP-978257;Aracelis Arcis;568.497.850-95;F;18.05.49;Recife;PE;ARACELISARCIS@YAHOO.COM.BR;(62) 99530-8063;Bronze
HSP-155446;Rosa Bignami Rezende;945.119.324-33;F;12/08/1961;Uberlândia;MG;rosa_rezende@icloud.com;(81) 98526-3528;Prata
HSP-001793;Cândida Battaglini;963.518.757-22;F;16/01/1998;Salvador;BA;candida.battaglini@hotmail.com;(11) 98304-5025;Bronze
HSP-034719;Arlete Trindade;294.103.675-06;F;14/09/2005;Ribeirão Preto;SP;arletetrindade@yahoo.com.br;(81) 99197-4639;Bronze
HSP-488794;Jonathan Candido Azevedo;971.846.790-40;M;24/04/1999;Campinas;SP;jonathanazevedo@icloud.com;(41) 97948-4541;BRONZE
HSP-139003;Warley Passos Tanaka;977.400.970-39;M;26/10/1952;Porto Alegre;RS;warley.tanaka@hotmail.com;(61) 98579-7524;Bronze
HSP-532400;Amira Lima Hermann;010.222.126-05;F;22/03/2007;Campinas;SP;amirahermann@uol.com.br;11973052569;Bronze
HSP-577179;Glauco Amernes;698.710.149-37;M;11/07/1973;Campinas;SP;glauco_amernes55@hotmail.com;(31) 98288-3454;Bronze
HSP-799953;Linério Anibal;672.117.025-67;M;1984-06-05;Brasília;DF;linerio_anibal@uol.com.br;(19) 97294-6354;Ouro
HSP-867982;Kleber Carta Santoro;805.759.502-77;M;2000-01-03;Londrina;PR;kleber_santoro33@icloud.com;(31) 97715-4526;Prata
HSP-624989;Neomício Bertolucci;202.061.392-17;M;23.12.65;Campinas;SP;neomicio.bertolucci68@yahoo.com.br;(16) 97742-8573;Bronze
HSP-541098;Aruca Trindade Zara;963.096.667-03;F;16/08/1963;Goiânia;GO;aruca_zara49@gmail.com;(31) 99880-8113;Prata
HSP-749293;Luciane Silveira Arconi;458.446.577-05;F;14/06/1984;São Paulo;SP;lucianearconi@hotmail.com;(16) 96455-6645;Bronze
HSP-285871;Almir Abe;276.654.842-47;M;1955-04-18;Goiânia;GO;almir_abe@uol.com.br;51977546002;Prata
HSP-711333;Maiena Arden Pires;945.388.232-10;F;23/10/2004;Belo Horizonte;MG;maiena.pires43@icloud.com;41968946719;Bronze
HSP-574343;Amiris Sena Meireles;920.398.013-08;F;06/07/1960;Uberlândia;MG;amiris.meireles@yahoo.com.br;19962992277;Bronze
HSP-810756;Valéska Noguchi Lima;231.539.428-70;F;20/08/1979;Campinas;SP;valeska.lima70@yahoo.com.br;(19) 97383-1639;Bronze
HSP-334777;Nerison Aragoni;151.098.100-44;M;23-04-1950;Salvador;BA;nerisonaragoni@outlook.com;(51) 96905-1247;Bronze
HSP-635166;Jacinto Kaneko Bertoldi;808.263.267-49;M;29/03/2006;Rio de Janeiro;RJ;jacinto_bertoldi@icloud.com;(21) 96359-6069;Bronze
HSP-858892;Humberto Vasconcelos Kimura;426.429.306-53;M;29/12/1986;Porto Alegre;RS;humbertokimura@outlook.com;(19) 99639-2835;Bronze
HSP-437678;Vanda Arrighi Aguilar;405.847.438-66;F;01-11-2001;Niterói;RJ;vandaaguilar44@hotmail.com;(62) 99885-8935;Bronze
HSP-951736;Creomar Aranzales Kimura;042.100.149-66;M;1957-08-22;RECIFE;PE;creomarkimura@gmail.com;16978249630;Ouro
HSP-037531;Andersa Baldini Amirala;692.339.530-50;F;1949-04-17;Londrina;PR;andersa.amirala@icloud.com;(31) 98680-6675;Diamante
HSP-364862;Tereza Fischer Ardissone;252.458.701-00;F;16/02/1950;Rio de Janeiro;RJ;tereza.ardissone@icloud.com;(21) 96256-8289;Prata
HSP-548861;Giseli Bonato Nakashima;156.944.387-44;F;11/10/1974;Belo Horizonte;MG;giselinakashima@yahoo.com.br;(21) 96946-6302;Bronze
HSP-003857;Ivens Miyazaki Aldeia;256.273.964-74;M;1955-01-27;Ribeirão Preto;SP;ivens.aldeia@hotmail.com;21977632350;Bronze
HSP-457426;João Aragones Archela;775.153.672-10;M;1958-03-22;Rio de Janeiro;RJ;joao.archela@yahoo.com.br;(61) 96147-7288;Bronze
HSP-959755;Lucinilda Elias Trindade;441.649.331-27;F;27/12/1995;Ribeirão Preto;SP;lucinilda.trindade49@icloud.com;62973016114;Bronze
HSP-367774;Mariano Lisboa Chaves;235.185.229-06;M;22-10-2003;Goiânia;GO;marianochaves46@yahoo.com.br;21968162013;Bronze
HSP-656938;Alda Alegria Meller;007.457.774-30;F;17/05/1949;Campinas;SP;alda.meller@outlook.com;19993666674;Bronze
HSP-213892;Jaco Castro;630.575.786-08;M;29/07/1985;Brasília;DF;jaco_castro@yahoo.com.br;(11) 96765-6514;Bronze
HSP-956097;Hiroshi Hofmann Ludwig;610.689.655-09;M;05-07-2003;Brasília;DF;hiroshiludwig50@outlook.com;(16) 97110-2757;Bronze
HSP-681428;agda yoshida;596.000.182-94;F;03/04/2006;Curitiba;PR;agda.yoshida@yahoo.com.br;(21) 97587-4550;Prata
HSP-645552;Josué Grimaldi;198.792.165-80;M;12/11/1950;Recife;PE;josue.grimaldi68@gmail.com;(16) 99018-6931;Bronze
HSP-944871;Amisel Lima Drumond;249.152.893-20;F;21/08/2004;Goiânia;GO;amisel.drumond@yahoo.com.br;(19) 97380-2317;Bronze
HSP-874222;Elionarda Batista;276.255.937-54;F;09/01/2000;Belo Horizonte;MG;elionarda_batista@gmail.com;(21) 99528-9497;Diamante
HSP-121103;Edmundo Lorenz Arcin;836.281.341-53;M;23/03/1977;Uberlândia;MG;edmundo.arcin@gmail.com;(41) 96826-5640;Bronze
HSP-894462;Helena Matsuda Diesel;544.821.873-30;F;16/03/1970;Recife;PE;helenadiesel@icloud.com;(31) 96433-3082;Bronze
HSP-883200;Audires Amércio Konno;465.086.569-70;F;08/06/1982;Salvador;BA;audireskonno@icloud.com;(41) 98234-9034;Bronze
HSP-032889;Aracelir Makino Abreu;341.065.729-07;F;19.11.79;Belo Horizonte;MG;aracelirabreu@uol.com.br;16977267265;Prata
HSP-688294;Amisel Campos;774.410.843-42;F;04/10/1962;Brasília;DF;AMISELCAMPOS@GMAIL.COM;21981284047;DIAMANTE
HSP-627546;Eduardo Furukawa;732.031.066-04;M;09/05/2004;Curitiba;PR;eduardo_furukawa56@icloud.com;(61) 96395-9217;Bronze
HSP-655386;Dinelise Albergaria Abraão;795.797.114-88;F;13.11.49;Londrina;PR;dineliseabraao78@outlook.com;(19) 96274-1887;Bronze
HSP-805687;Leonildes Zanini Bertoldi;327.866.868-57;F;11/04/1956;Ribeirão Preto;SP;leonildesbertoldi@uol.com.br;(62) 97235-3393;Bronze
HSP-020310;Fernando Alberti;420.765.133-02;M;26/10/1977;Brasília;DF;fernando_alberti73@outlook.com;(81) 97530-8805;Bronze
HSP-469579;Míriam Arcioni;929.704.538-35;F;25/05/1956;Uberlândia;MG;miriam_arcioni@yahoo.com.br;(21) 96587-8350;Diamante
HSP-364022;Elionilde Rego Gama;153.834.899-32;F;29/11/1989;Ribeirão Preto;SP;elionildegama@hotmail.com;21967301827;Bronze
HSP-901160;Joimar Antigao Campos;642.373.313-93;M;24/03/2003;Curitiba;PR;joimar_campos@hotmail.com;51962565789;Bronze
HSP-104869;Glaucia Antelo Noguchi;429.210.172-88;F;1972-03-15;Niterói;RJ;glaucia_noguchi@uol.com.br;(31) 96331-6581;Bronze
HSP-401667;Euclides Rocha Kuroda;496.196.519-79;M;08/08/1956;Ribeirão Preto;SP;euclides_kuroda@yahoo.com.br;(21) 97131-6749;Prata
HSP-748925;Kelly Ebling Chagas;771.712.199-92;F;14/08/1968;Goiânia;GO;kellychagas@icloud.com;81992262415;Bronze
HSP-601487;Sachiko  Ota Santos;445.278.430-52;F;07/08/1963;Ribeirão Preto;SP;sachikosantos@hotmail.com;(81) 98232-9142;Bronze
HSP-356846;Wolmir Löffler Franzen;498.749.320-90;M;27/11/1956;Niterói;RJ;wolmir.franzen@hotmail.com;(31) 97548-7597;Bronze
HSP-397572;Bruna Bomfim Bacci;765.309.246-20;F;31/07/1974;Salvador;BA;bruna_bacci65@gmail.com;(41) 96528-3459;Bronze
HSP-143277;Ivanor Heil Barbosa;094.557.314-60;M;08/09/2000;Curitiba;PR;ivanorbarbosa55@yahoo.com.br;31965955149;Bronze
HSP-890901;Claudieli Oliveira Arrighi;588.641.793-13;F;08/11/1993;Goiânia;GO;claudieliarrighi@yahoo.com.br;(81) 97959-5007;Prata
HSP-758527;Potiguar Brambilla;689.825.817-66;M;14/12/1989;Goiânia;GO;potiguar.brambilla@icloud.com;(19) 99959-9823;Bronze
HSP-086862;Nemias Zerbini Paiva;873.521.998-02;M;01/09/1977;Belo Horizonte;MG;nemias.paiva@uol.com.br;51997827617;Bronze
HSP-977031;Ronaldo Chiappetta;266.281.076-98;M;13/03/1954;Rio de Janeiro;RJ;RONALDO_CHIAPPETTA@YAHOO.COM.BR;(62) 99495-7771;Bronze
HSP-506352;Valesca Bertozzi Aralho;689.933.053-90;F;04/10/2000;Salvador;BA;valescaaralho@gmail.com;(19) 96646-5199;Prata
HSP-225413;Osvaldir Miranda;884.919.866-34;M;23.05.86;Londrina;PR;osvaldir.miranda75@outlook.com;(11) 97639-4902;Bronze
HSP-853786;Dinarilza Campi;850.072.843-43;F;11/05/1971;Salvador;BA;dinarilzacampi@icloud.com;(61) 98149-1135;Bronze
HSP-895796;Naelson Aparicio Alcobia;505.149.048-44;M;07/08/1968;Brasília;DF;naelson_alcobia@outlook.com;81979977139;Ouro
HSP-637475;AGLAÉ EHMKE BOCCHI;772.222.646-98;F;28/02/1981;Brasília;DF;aglaebocchi@outlook.com;(41) 96970-1559;Bronze
HSP-784489;Jonatan Ribeiro Muniz;769.380.514-10;M;30/11/1974;Salvador;BA;jonatan_muniz71@yahoo.com.br;(81) 98775-1160;Bronze
HSP-480489;Nerino Lacerda Salles;155.859.392-62;M;23/02/2004;Uberlândia;MG;nerino.salles@outlook.com;(61) 97457-8145;Bronze
HSP-399371;Rosângela Abbate;995.176.993-44;F;1998-11-27;Rio de Janeiro;RJ;rosangela.abbate@hotmail.com;(62) 96324-6190;Ouro
HSP-367570;Larisa Aoki Cunha;636.112.874-15;F;27-04-2006;Salvador;BA;larisa.cunha@uol.com.br;(21) 96261-8428;Bronze
HSP-250358;Sérgio Heller Antipa;899.996.289-07;M;31-07-1953;Uberlândia;MG;sergio.antipa83@hotmail.com;(62) 97175-1924;Diamante
HSP-385110;Joselita Adão;604.858.965-40;F;06/04/2003;Porto Alegre;RS;joselita_adao@uol.com.br;(21) 98244-5453;Prata  
HSP-330796;Larissa Borsari Amércio;054.874.870-57;F;14-02-1969;Niterói;RJ;larissa_amercio@hotmail.com;(41) 96112-1774;Bronze
HSP-231008;Amabilis Anunciação;350.665.660-07;F;24-10-1979;Ribeirão Preto;SP;amabilis_anunciacao45@uol.com.br;(11) 99417-9377;Bronze
HSP-558462;Nairane Hayashi Lüdtke;194.743.729-18;F;10/01/1964;Porto Alegre;RS;nairaneludtke25@outlook.com;(31) 96338-7350;BRONZE
HSP-474973;Josué Machado;432.111.902-28;M;21.08.66;Rio de Janeiro;RJ;josue_machado@icloud.com;(31) 96960-8945;Bronze
HSP-970950;Sônia Amezola Flores;452.378.034-07;F;05/11/1987;Uberlândia;MG;sonia_flores26@icloud.com;31981098257;Prata
HSP-485457;Mileny Hansen;580.005.895-40;F;1978-10-23;Brasília;DF;milenyhansen@uol.com.br;(21) 97341-8686;Prata
HSP-697941;Míriam Dreher;077.949.148-33;F;11/09/1987;Curitiba;PR;miriamdreher@gmail.com;(61) 98743-2870;Bronze
HSP-310089;Anaís Krebs Cabral;626.668.854-96;F;24/03/1954;Recife;PE;anais_cabral@hotmail.com;19969009153;Bronze
HSP-606297;Catarine Hack Aramis;381.622.664-70;F;30/11/1975;Recife;PE;CATARINEARAMIS@UOL.COM.BR;(21) 98156-7423;Bronze
HSP-475032;Delmar Seabra Amerus;151.313.561-99;M;18/07/1986;Goiânia;GO;delmar.amerus@gmail.com;(31) 97987-9302;Bronze
HSP-951117;Dinelise Cipolla;176.196.822-01;F;30/07/1966;Curitiba;PR;dinelise_cipolla@outlook.com;(62) 99881-5478;Prata
HSP-663532;Gláuber Arcon;739.729.617-31;M;01/05/1979;Londrina;PR;glauber_arcon@yahoo.com.br;16984151910;Prata
HSP-300330;Gloria Boschi Chiappetta;241.528.634-63;F;10-02-1994;Curitiba;PR;gloriachiappetta9@yahoo.com.br;(21) 98747-8396;Bronze
HSP-394980;Norton Aranzales Guerra;569.146.164-85;M;24.01.80;Curitiba;PR;norton.guerra@yahoo.com.br;(41) 96769-8785;Prata
HSP-265001;Ivy Pereira Archer;571.451.495-59;F;03/06/1989;Campinas;SP;ivy.archer89@icloud.com;61973389719;Bronze
HSP-945408;Leonildo Bartolini Hopf;084.388.168-27;M;03/04/2004;Goiânia;GO;LEONILDO_HOPF@YAHOO.COM.BR;(31) 96800-1380;Bronze
HSP-232630;Kenji Diehl;519.908.187-06;M;14/12/1972;Londrina;PR;kenji.diehl4@hotmail.com;(16) 98613-7186;Bronze
HSP-248081;Jacinto Accorsi Travassos;605.904.735-14;M;28/12/1962;Belo Horizonte;MG;jacinto.travassos19@hotmail.com;(19) 99103-6997;Prata
HSP-895878;Leonildes Bezerra;135.996.426-64;F;25/08/1976;Uberlândia;MG;leonildes.bezerra@gmail.com;(11) 98498-8510;Prata
HSP-629300;Naoki Ribeiro Dreher;913.656.402-80;M;30/04/1984;Campinas;SP;naokidreher@outlook.com;(31) 97753-1667;BRONZE
HSP-511234;Volmar Ameixoeira;938.959.458-89;M;24/07/1949;Uberlândia;MG;volmarameixoeira42@gmail.com;(16) 97141-8964;Bronze
HSP-331575;Piedade Carli Arcie;956.383.676-67;F;20/05/1966;Salvador;BA;piedade_arcie59@gmail.com;(41) 96328-1053;Bronze
HSP-276532;Magno Arcini;421.448.354-54;M;30/06/1985;Campinas;SP;magnoarcini@outlook.com;16971819298;Bronze
HSP-332089;Ettore Arnaldi Amiran;352.151.734-94;M;06/02/1996;Londrina;PR;ettore_amiran@gmail.com;(19) 99902-9725;Bronze
HSP-415608;Altair Dantas Grund;022.123.955-31;M;21/09/1978;Salvador;BA;altair.grund54@uol.com.br;(62) 96919-3234;Prata
HSP-994217;Josias Gripp Calamari;214.453.715-10;M;10-01-1984;Campinas;SP;josiascalamari42@gmail.com;(81) 97608-9003;Prata
HSP-667115;Eliziene Acioli Santana;232.635.546-62;F;21-06-2000;Uberlândia;MG;elizienesantana@hotmail.com;(41) 98937-7338;Bronze
HSP-522533;Celso Freyer;278.762.602-50;M;28/01/2000;Salvador;BA;celso.freyer37@gmail.com;(81) 96953-1238;Prata
HSP-064995; Elorisa Abreu Aragoni;993.819.194-02;F;15/01/1974;Londrina;PR;elorisaaragoni@icloud.com;(16) 97117-7369;Bronze
HSP-601034;Natan Ardito;586.373.533-39;M;21/10/1953;Campinas;SP;natan.ardito@gmail.com;31980677583;Bronze
HSP-820390;Clarita Marchetti Ambiel;651.494.739-52;F;14/02/1959;Porto Alegre;RS;clarita_ambiel@icloud.com;51990684292;Bronze
HSP-696974;Paulo Grimm Mende;960.889.586-34;M;21/07/2001;Salvador;BA;paulomende@hotmail.com;(61) 99553-9542;Prata
HSP-571138;Zenaide Seabra Alessi;860.620.981-31;F;11/01/1984;Campinas;SP;zenaidealessi35@gmail.com;(81) 99574-2891;Prata
HSP-750022;Gloria Elias Chierichetti;429.636.412-06;F;15/05/1975;São Paulo;SP;gloria.chierichetti@outlook.com;(16) 96555-6247;Prata
HSP-229381;Marisa Antenor;081.744.253-73;F;07/07/1991;Londrina;PR;marisaantenor@icloud.com;(19) 98162-6528;Prata
HSP-061177;Uwe Adorno Zanini;614.280.970-07;M;1956-07-07;São Paulo;SP;uwe.zanini98@yahoo.com.br;81988911250;Bronze
HSP-866032;Vaniela Grund;170.253.379-43;F;27/05/1998;Niterói;RJ;vaniela_grund50@gmail.com;(51) 99678-4861;Prata
HSP-101632;Eliane Amestoy Inoue;003.256.964-54;F;1974-07-07;Rio de Janeiro;RJ;eliane_inoue@gmail.com;(41) 99784-4864;Bronze
HSP-225731;Erasmo Bueno Araçatuba;631.543.099-69;M;15/05/1962;Brasília;DF;erasmo.aracatuba@icloud.com;51988322925;Bronze
HSP-874044;Cícero Hofmann Arcos;351.452.282-01;M;04/12/1989;Porto Alegre;RS;cicero.arcos42@icloud.com;41994026059;Bronze
HSP-575494;Rosmary Araçatuba Michels;833.521.970-24;F;28/07/1952;Uberlândia;MG;rosmarymichels@gmail.com;(19) 97181-2447;Bronze
HSP-039509;Romário Arcosi Amaral;501.632.703-33;M;23/04/1982;Porto Alegre;RS;romarioamaral15@outlook.com;(21) 99545-1270;Bronze
HSP-842410;Gorette Aranda Arciniega;645.436.768-15;F;23/06/1989;Brasília;DF;gorettearciniega@yahoo.com.br;(81) 99916-8102;Bronze
HSP-357076;Soraiane Jost Kubota;332.798.821-84;F;30/10/1990;Ribeirão Preto;SP;soraiane_kubota83@yahoo.com.br;16964947304;Bronze
HSP-334414; Átilio Cavalheiro Arcieri;038.495.260-70;M;22/01/1959;Campinas;SP;atilio_arcieri@hotmail.com;(31) 99975-9220;Bronze
HSP-753096;Kamille Kossmann Braga;932.578.908-69;F;01/12/1999;Curitiba;PR;kamillebraga6@yahoo.com.br;(81) 96061-4133;Bronze
HSP-040812;Vasco Goto Lacerda;859.512.920-77;M;01/01/1991;Campinas;SP;vasco_lacerda26@gmail.com;41969937089;Bronze
HSP-606969;Vasco Antigao;977.387.927-52;M;17/02/1952;Goiânia;GO;VASCOANTIGAO@YAHOO.COM.BR;16998599740;Bronze
HSP-153884;Aguinaldo Pereira Arconde;144.486.574-93;M;21/03/1981;Goiânia;GO;aguinaldo.arconde52@hotmail.com;(11) 97565-9648;Bronze
HSP-861540;Darlan Cassaro Amilhoa;981.130.084-46;M;15/09/1980;Ribeirão Preto;SP;darlan.amilhoa@hotmail.com;(81) 96490-5744;Prata
HSP-765216;Nailton Amesquita Gatto;074.950.443-90;M;27/09/2000;Uberlândia;MG;nailton.gatto@uol.com.br;31983361097;Prata
HSP-746599;Joimar Ardene Campi;240.885.163-70;M;05.07.97;Uberlândia;MG;joimar.campi14@hotmail.com;16960576245;Bronze
HSP-414761;Tainá Amaral Correia;525.838.516-75;F;1964-10-26;Belo Horizonte;MG;TAINA.CORREIA67@GMAIL.COM;(21) 97684-5634;Bronze
HSP-116671;Clarita Acioli Carpinetti;029.158.511-66;F;19/07/1964;Uberlândia;MG;claritacarpinetti@gmail.com;(21) 99385-1871;Bronze
HSP-237955;Apolo Nogueira Marinho;014.081.235-09;M;02/04/1974;Belo Horizonte;MG;apolo_marinho11@yahoo.com.br;(16) 99346-7267;Bronze
HSP-515658;Fabiana Kobayashi;871.819.383-80;F;21/11/1971;Campinas  ;SP;fabiana_kobayashi@yahoo.com.br;(11) 97425-2453;Prata
HSP-091010;Altair Bignami Santos;482.414.304-77;M;27/09/1957;Ribeirão Preto;SP;altair_santos73@yahoo.com.br;62985675860;Bronze
HSP-977954;Emídio Kunz Benini;933.450.041-78;M;05/07/1955;Curitiba;PR;emidiobenini@icloud.com;(21) 96811-1717;Bronze
HSP-071647;Thiago Jakob Jost;648.209.872-08;M;28/09/1964;Campinas;SP;thiagojost67@gmail.com;(62) 96432-9758;Bronze
HSP-223483;Kendall Aramis Nonato;721.396.362-79;F;27/04/1982;Belo Horizonte;MG;kendall.nonato@uol.com.br;(21) 97671-1124;Prata
HSP-806008;Larise Cilento Fontes;686.372.185-63;F;16/05/1993;Salvador;BA;larisefontes@outlook.com;(62) 99852-5099;Bronze
HSP-081433;Creomar Azevedo Hartmann;416.566.671-85;M;19-07-1966;Londrina;PR;creomar_hartmann@gmail.com;(21) 99367-2947;Bronze
HSP-035575;Renan Vieira Esteves;792.625.525-48;M;21/07/1948;Goiânia;GO;renan_esteves@outlook.com;(11) 98913-4893;Bronze
HSP-584566;Ivano Arciniega Aldeia;830.434.229-45;M;07/05/1984;Ribeirão Preto;SP;IVANOALDEIA@YAHOO.COM.BR;62975304553;Ouro
HSP-255252;Hermes Chagas Souza;037.658.490-49;M;09/12/1985;Campinas;SP;hermes.souza@gmail.com;(61) 97772-6453;Bronze
HSP-685661;Jonatan Watanabe Amerus;799.046.369-58;M;01/03/2004;Salvador;BA;jonatan.amerus@uol.com.br;21981144160;Bronze
HSP-494419;Anabela Amelinha Alessi;717.752.969-11;F;28.07.95;Brasília;DF;anabelaalessi87@hotmail.com;19985502626;Bronze
HSP-950601;Analice Amelinha Arcis;527.705.087-68;F;18/01/1966;Recife;PE;analice_arcis@gmail.com;(61) 97761-3671;Diamante
HSP-583553;Arcelinda Alencar Amércio;013.919.387-12;F;13/05/1959;Londrina;PR;arcelinda.amercio@outlook.com;(21) 97223-3756;Ouro
HSP-878297;Eugênio Casagrande;814.046.247-08;M;31-07-1951;Niterói;RJ;eugeniocasagrande@icloud.com;(41) 99258-6860;Bronze
HSP-420603;ROSILENE KRUSE;446.843.210-10;F;04/12/1992;Ribeirão Preto;SP;rosilenekruse77@yahoo.com.br;(62) 97714-2666;Bronze
HSP-506676; Darlete Arduin Alessi;846.761.709-80;F;21/02/1965;São  Paulo;SP;DARLETEALESSI@GMAIL.COM;(11) 96882-6752;Prata
HSP-097510;MARTA GOTO PORTELA;795.500.044-73;F;1995-07-31;Brasília;DF;marta_portela55@yahoo.com.br;41961697133;Bronze
HSP-013585;Magda Heinrich Maske;905.370.137-09;F;12/09/1990;Rio de Janeiro;RJ;magdamaske@icloud.com;11999598477;Bronze
HSP-568168;Mateus Battaglini Reis;756.779.466-72;M;1982-06-17;Londrina;PR;mateusreis24@outlook.com;(21) 99963-5809;Bronze
HSP-978446;Madalena Ardene Amiran;465.857.856-57;F;28/11/1961;Recife;PE;madalena_amiran@icloud.com;(81) 96735-5538;Prata
HSP-686533;Karl Borsari Campigotto;228.735.118-34;M;25/03/1959;Brasília;DF;karl_campigotto@yahoo.com.br;(41) 97063-2113;Diamante
HSP-397560;Aneuza Ota Arduin;031.887.277-39;F;01-12-1967;Salvador;BA;ANEUZAARDUIN@GMAIL.COM;19987339836;Bronze
HSP-608352;Claudieli Cavalheiro Wanderley;221.634.651-95;F;09/11/1977;São Paulo;SP;claudieliwanderley@outlook.com;(21) 97417-4812;Bronze
