Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva;Hotel_ID;Numero_Quarto;Andar;Tipo_Quarto;Capacidade_Pessoas;Vista;Tarifa_Base_Diaria;Hotel_Nome;Bandeira;Cidade;UF;Perfil_Destino;Categoria_Estrelas;Ano_Inauguracao;Nota_Media_Avaliacao;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade;Qtd_Lancamentos_Extras;Valor_Consumos_Extras
RSV-39826181;QRT-28212;HSP-087393;site proprio;2024-10-13;03/01/2025;07/01/2025;1;3159,36;Check-out Realizado;HTL-485;311;3;Luxo;3;Piscina;1857,54;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Patrícia Quadros Silva;166.578.130-07;F;1987-05-28;Belo Horizonte;MG;patricia_silva@uol.com.br;(61) 99478-1939;Diamante;9,0;1812,75
RSV-40741985;QRT-18801;HSP-015064;OTA - BookNow;2025-03-25;04/04/2025;2025-04-06;3;378,18;Check-out Realizado;HTL-606;501;5;Superior;3;Cidade;259,08;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Elvira Anjinho Nakamura;231.643.348-00;F;1980-03-06;Ribeirão Preto;SP;elvira.nakamura@outlook.com;(62) 96045-3815;Bronze;1,0;71,52
RSV-47040786;QRT-98065;HSP-364862;OTA ViajaMais;2024-06-14;04/10/2024;08/10/2024;3;932,22;Check-out Realizado;HTL-485;410;4;Superior;3;Mar;1372,67;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Tereza Fischer Ardissone;252.458.701-00;F;1950-02-16;Rio de Janeiro;RJ;tereza.ardissone@icloud.com;(21) 96256-8289;Prata;13,0;1741,88
RSV-49445534;QRT-04414;HSP-084073;Site Próprio;2024-11-12;07.02.25;08/02/2025;1;250,87;Check-out Realizado;HTL-606;509;5;Standard;2;Cidade;237,63;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Jordánia Astori Brito;737.733.987-00;F;2001-09-17;Goiânia;GO;jordania.brito6@uol.com.br;(19) 96294-9621;Prata;1,0;22,24
RSV-09619533;QRT-81819;HSP-598679;Agência de Turismo;2025-04-27;13/06/2025;17/06/2025;1;163,08;Check-out Realizado;HTL-103;311;3;Standard;2;Jardim;257,13;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Kamille Lisboa Diesel;225.350.227-88;F;1969-11-19;Goiânia;GO;kamille_diesel51@icloud.com;(81) 96030-4153;Diamante;2,0;228,84
RSV-59383647;QRT-60540;HSP-052514;OTA ViajaMais;2025-01-29;02/05/2025;06/05/2025;2;464,01;Check-out Realizado;HTL-782;204;2;Superior;3;Piscina;629,28;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Cláudio Cilloni Uehara;340.958.635-01;M;1951-04-22;Ribeirão Preto;SP;claudio_uehara@hotmail.com;(41) 99203-3283;Ouro;4,0;1472,63
RSV-41023023;QRT-60979;HSP-983356;OTA BookNow;2025-03-25;09/05/2025;12/05/2025;3;R$ 322,25;Check-out Realizado;HTL-105;310;3;Superior;3;Piscina;323,55;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Kathryn Aralho;247.411.173-59;F;1975-04-21;Niterói;RJ;kathryn_aralho@yahoo.com.br;(11) 96894-9645;Bronze;1,0;165,92
RSV-53478353;QRT-84837;HSP-848469;Site Próprio;2026-03-05;01/05/2026;03/05/2026;3;541,27;Check-out Realizado;HTL-785;104;1;Superior;3;Mar;591,84;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Elinor Anibal Freire;498.128.318-00;F;1965-04-01;Campinas;SP;elinor.freire56@yahoo.com.br;(19) 96085-3754;Prata;1,0;81,62
RSV-58499531;QRT-61719;HSP-791237;OTA ViajaMais;2025-08-18;19/09/2025;22.09.25;2;664,26;Check-out Realizado;HTL-108;111;1;Luxo;3;Interna;733,97;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Jordania Jahn;383.466.117-14;F;1973-03-17;Niterói;RJ;jordania_jahn@outlook.com;(41) 98151-8238;Prata;3,0;131,52
RSV-57396789;QRT-40043;HSP-976306;Site Próprio;2025-03-20;12/04/2025;19.04.25;1;653,70;Check-out Realizado;HTL-485;109;1;Standard;2;Piscina;990,29;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Haroldo Drissen Bertozzi;362.608.463-98;M;1957-05-15;Niterói;RJ;haroldobertozzi@yahoo.com.br;(61) 97581-2036;Diamante;14,0;3295,27
RSV-18743724;QRT-13595;HSP-516117;Agência;2025-07-11;01.09.25;05/09/2025;2;1526,69;Check-out Realizado;HTL-356;301;3;Luxo;3;Montanha;2138,5;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Jonas Ramos Franke;450.461.735-81;M;1951-04-21;Brasília;DF;jonas_franke@outlook.com;(41) 98150-5953;Prata;5,0;1130,19
RSV-25503715;QRT-53917;HSP-895796;Balcão;2026-08-14;14-08-2026;2026-08-17;3;955,37;Confirmada;HTL-485;102;1;Superior;3;Mar;1110,47;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Naelson Aparicio Alcobia;505.149.048-44;M;1968-08-07;Brasília;DF;naelson_alcobia@outlook.com;(81) 97997-7139;Ouro;0,0;0,0
RSV-53295910;QRT-93908;HSP-685071;Central Telefônica;2024-06-22;05/07/2024;12/07/2024;2;719,78;Check-out Realizado;HTL-878;312;3;Standard;2;Jardim;448,65;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Karla Cella;772.089.791-97;F;2001-09-11;Rio de Janeiro;RJ;karlacella@uol.com.br;(41) 97676-2310;Prata;8,0;2435,57
RSV-37795476;QRT-96687;HSP-653378;Central Telefônica;2026-08-14;31/08/2026;03/09/2026;1;164,52;Confirmada;HTL-105;402;4;Standard;2;Piscina;187,45;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz  do Iguaçu;PR;eco;3;2013;8,8;Liz Krebs Casanova;512.476.400-78;F;1962-09-20;Porto Alegre;RS;liz.casanova@yahoo.com.br;(61) 98134-7798;Bronze;0,0;0,0
RSV-52277602;QRT-74465;HSP-517427;Agência de Turismo;2025-08-01;12/11/2025;13-11-2025;1;383,48;Check-out Realizado;HTL-606;112;1;Superior;3;Interna;296,26;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Atília Bonato;579.494.184-78;F;2002-02-28;Londrina;PR;atiliabonato56@outlook.com;(51) 98380-6237;Prata;0,0;0,0
RSV-15193214;QRT-01798;HSP-023654;Site Próprio;2025-12-11;06/02/2026;09/02/2026;1;655,47;Check-out Realizado;HTL-878;303;3;Superior;3;Mar;511,45;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Cilinha Amerus;592.222.006-32;F;1989-07-19;Porto Alegre;RS;cilinha_amerus@uol.com.br;(16) 98648-8401;Diamante;4,0;362,3
RSV-93282881;QRT-09785;HSP-877655;OTA BookNow;2024-09-22;26/09/2024;28/09/2024;1;204,74;Cancelada;HTL-105;111;1;Superior;3;Piscina;266,83;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Volmar Aranda Lehmann;093.214.181-13;M;1997-06-25;Londrina;PR;volmarlehmann@hotmail.com;(81) 97926-1834;Prata;0,0;0,0
RSV-42775332;QRT-70123;HSP-263184;OTA BookNow;2024-11-03;04/01/2025;07/01/2025;3;564,16;Check-out Realizado;HTL-103;108;1;Superior;3;Piscina;312,28;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Dulce Frank Archanjo;645.331.649-86;F;1986-02-25;Rio de Janeiro;RJ;dulce_archanjo5@outlook.com;(51) 96423-2574;Prata;1,0;87,84
RSV-00834690;QRT-78524;HSP-568168;Agência de Turismo;2026-05-20;10/07/2026;17-07-2026;1;1167,37;Confirmada;HTL-602;210;2;Superior;3;Montanha;621,65;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Mateus Battaglini Reis;756.779.466-72;M;1982-06-17;Londrina;PR;mateusreis24@outlook.com;(21) 99963-5809;Bronze;0,0;0,0
RSV-74633175;QRT-80227;HSP-867383;OTA ViajaMais;2024-09-23;25/10/2024;28/10/2024;2;650,47;Check-out Realizado;HTL-485;106;1;Standard;2;Jardim;855,29;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Rafael Agostinho;697.955.360-79;M;2001-10-19;Belo Horizonte;MG;rafael_agostinho51@icloud.com;(31) 99676-2960;Prata;6,0;806,2
RSV-03563833;QRT-28485;HSP-579234;Site Próprio;2025-01-17;2025-03-28;2025-03-29;2;646,44;Check-out Realizado;HTL-108;401;4;Luxo;3;Avenida;607,21;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Izabel Kurz Linke;120.631.755-86;F;1982-12-22;Uberlândia;MG;izabel.linke@yahoo.com.br;(19) 96152-2996;Diamante;2,0;200,6
RSV-22314850;QRT-85702;HSP-070737;Site;2024-12-03;17/01/2025;2025-01-22;1;437,81;Check-out Realizado;HTL-602;105;1;Superior;3;Vale;559,4;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Nina Ciaramicoli;942.234.132-95;F;1996-05-09;Brasília;DF;nina_ciaramicoli89@hotmail.com;(62) 98517-9822;Prata;5,0;762,67
RSV-63480834;QRT-75030;HSP-872034;OTA BookNow;2025-01-22;2025-04-18;21/04/2025;1;345,82;Check-out Realizado;HTL-602;204;2;Standard;2;Montanha;497,35;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Amireh Ardon Hermann;858.393.134-83;F;1955-06-27;Belo Horizonte;MG;amireh.hermann51@gmail.com;(16) 98728-4268;Prata;5,0;733,58
RSV-33810944;QRT-28319;HSP-320196;OTA BookNow;2026-05-01;2026-05-13;18/05/2026;2;564,82;Check-out Realizado;HTL-485;501;5;Standard;2;Jardim;808,44;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Helena Liebich Accorsi;247.892.251-78;F;1973-05-31;Belo Horizonte;MG;helenaaccorsi@icloud.com;(31) 99558-7983;Ouro;8,0;3423,1
RSV-93073559;QRT-62407;HSP-284740;Balcão;2025-05-05;2025-05-05;07/05/2025;2;722,12;No-Show;HTL-108;302;3;Standard;2;Cidade;453,0;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Dalton Aramburu Aragones;144.485.645-68;M;1974-12-25;Niterói;RJ;dalton.aragones92@yahoo.com.br;(41) 98399-9109;Prata;0,0;0,0
RSV-91643003;QRT-59117;HSP-189527;OTA BookNow;2026-07-04;12/09/2026;16/09/2026;1;301,24;Confirmada;HTL-108;203;2;Standard;2;Cidade;437,65;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Fritz Antigao Borges;158.807.053-07;M;1979-03-12;Porto Alegre;RS;fritz.borges@gmail.com;(21) 96499-4950;Bronze;0,0;0,0
RSV-28764197;QRT-01562;HSP-905818;WEB;2026-05-12;08/07/2026;13/07/2026;1;1425,22;Confirmada;HTL-602;306;3;superior;3;Montanha;736,79;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Neomício Elias;698.014.264-03;M;1969-05-25;Niterói;RJ;neomicio_elias@gmail.com;(19) 98237-1414;Bronze;0,0;0,0
RSV-41065618;QRT-11649;HSP-639790;Balcão;2024-07-19;19/07/2024;22/07/2024;2;765,79;Check-out Realizado;HTL-105;209;2;Lux;3;Mata;334,82;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Joseilton Carneiro Antonas;674.513.636-86;M;1988-10-31;Brasília;DF;joseilton_antonas@gmail.com;(61) 99006-1498;Bronze;0,0;0,0
RSV-81636616;QRT-96972;HSP-171541;OTA BookNow;2024-04-30;28/07/2024;30/07/2024;2;265,41;Check-out Realizado;HTL-606;504;5;Superior;3;Avenida;242,42;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Larissa Antunes Chiappetta;016.939.336-40;F;1958-04-23;Londrina;PR;larissa.chiappetta6@yahoo.com.br;(31) 97791-7932;Prata;1,0;129,28
RSV-40261014;QRT-17482;HSP-784124;Site Próprio;2025-06-22;26/08/2025;28/08/2025;2;497,12;Check-out Realizado;HTL-108;106;1;Standard;2;Cidade;419,98;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Diana Arcadio Arcola;328.456.889-11;F;1958-03-05;Curitiba;PR;diana.arcola68@gmail.com;(16) 96356-1579;Ouro;2,0;231,69
RSV-24820209;QRT-03930;HSP-793140;Site Próprio;2024-11-05;02/12/2024;04/12/2024;1;506,20;Check-out Realizado;HTL-108;404;4;Standard;2;Interna;364,27;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Anniele Arduno Portela;814.069.375-84;F;1956-10-19;Uberlândia;MG;anniele.portela78@icloud.com;(41) 98389-9625;Bronze;3,0;257,5
RSV-15484806;QRT-33730;HSP-012136;booknow;2025-07-19;26-09-2025;30/09/2025;2;440,89;Check-out Realizado;HTL-878;201;2;Standard;2;Piscina;338,27;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Audineuda Saito;497.621.741-86;F;1989-05-15;Goiânia;GO;audineudasaito97@icloud.com;(41) 97853-6708;Bronze;2,0;107,6
RSV-80185439;QRT-83689;HSP-942417;Site Próprio;2025-12-11;02/02/2026;09/02/2026;2;1958,54;Check-out Realizado;HTL-485;211;2;Standard;2;Piscina;1117,24;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Ruth Ardovino Boschi;078.436.142-81;F;1963-08-25;Salvador;BA;ruth_boschi55@gmail.com;(16) 99218-9676;Diamante;12,0;3551,03
RSV-99023145;QRT-18801;HSP-069724;Site Próprio;2026-09-04;10/09/2026;2026-09-14;1;425,73;Confirmada;HTL-606;501;5;Superior;3;Cidade;259,08;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Angelines Bergmann Sasaki;770.608.558-90;F;1991-04-20;Belo Horizonte;MG;angelinessasaki@hotmail.com;(51) 98213-7115;Prata;0,0;0,0
RSV-47552343;QRT-25571;HSP-130840;Balcão;2026-05-16;16/05/2026;21/05/2026;2;448,45;Check-out Realizado;HTL-782;101;1;Superior;3;Mata;510,72;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Wanda Galvão Falcão;261.540.985-96;F;2003-04-08;Uberlândia;MG;wanda_falcao@gmail.com;(11) 96939-4307;Prata;8,0;1112,67
RSV-52807027;QRT-29980;HSP-632825;Central Telefônica;2026-06-06;18/06/2026;22/06/2026;1;1199,39;Cancelada;HTL-485;411;4;Suite Master;4;Piscina;1650,34;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Moacir Nunes Marcelino;364.041.209-50;M;1950-08-03;Salvador;BA;moacir.marcelino77@gmail.com;(21) 96580-5627;Prata;0,0;0,0
RSV-82064893;QRT-19734;HSP-639751;Site Próprio;2026-04-25;25.05.26;27/05/2026;3;1446,81;Check-out Realizado;HTL-356;303;3;luxo;3;Vale;1683,61;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Amisandra Nogueira Grass;728.007.272-09;F;2004-05-09;Ribeirão Preto;SP;amisandra.grass@uol.com.br;(21) 98757-5757;Prata;8,0;1518,52
RSV-76578510;QRT-53432;HSP-411938;ViajaMais;2025-07-11;31.10.25;02/11/2025;2;1160,52;Check-out Realizado;HTL-356;311;3;Superior;3;Jardim;1622,39;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Amiele Hausmann Cinelli;695.800.048-03;F;1959-12-04;Ribeirão Preto;SP;amielecinelli@gmail.com;(19) 98285-6834;Prata;3,0;839,0
RSV-99881744;QRT-25571;HSP-822762;Agência de Turismo;2024-09-26;11/10/2024;15/10/2024;1;368,97;Check-out Realizado;HTL-782;101;1;Superior;3;Mata;510,72;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Amiles Bartoloni Cirelli;627.371.191-70;F;1958-05-20;Rio de Janeiro;RJ;amilescirelli@gmail.com;(19) 96011-5861;Prata;3,0;178,94
RSV-50575425;QRT-63998;HSP-084073;OTA BookNow;2026-06-01;22/08/2026;26/08/2026;1;760,96;Confirmada;HTL-782;209;2;Standard;2;Jardim;490,61;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Jordánia Astori Brito;737.733.987-00;F;2001-09-17;Goiânia;GO;jordania.brito6@uol.com.br;(19) 96294-9621;Prata;0,0;0,0
RSV-81347829;QRT-53914;HSP-079713;Site Próprio;2025-09-05;07-11-2025;14.11.25;2;658,61;Check-out Realizado;HTL-602;111;1;Standard;2;Vale;411,4;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Venâncio Gatto Chiavegato;569.040.983-92;M;1997-07-08;Campinas;SP;venancio_chiavegato@outlook.com;(61) 99266-3069;Diamante;7,0;899,49
RSV-29468606;QRT-96617;HSP-717575;Site Próprio;2025-01-03;16/01/2025;18/01/2025;2;307,73;Check-out Realizado;HTL-602;107;1;Standard;2;Vale;380,73;Horizonte Plaza Gramado;Horizonte Plaza;gramado;RS;serra;4;2001;7,9;Rosenaldo Anghetti Paiva;880.858.382-14;M;1987-08-10;Niterói;RJ;rosenaldo_paiva88@hotmail.com;(81) 96926-3491;Ouro;4,0;168,74
RSV-77542573;QRT-68610;HSP-655773;OTA BookNow;2024-08-19;15/11/2024;19-11-2024;1;704,86;Check-out Realizado;HTL-785;212;2;Luxo;3;Jardim;721,13;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Maguinaldo Amilhoa Battaglini;355.262.029-09;M;1978-09-19;São Paulo;SP;maguinaldobattaglini71@yahoo.com.br;(51) 97966-9260;Diamante;2,0;312,33
RSV-11346420;QRT-17820;HSP-506676;OTA ViajaMais;2025-07-14;25/07/2025;27/07/2025;2;465,08;Check-out Realizado;HTL-103;207;2;Suíte Master;4;Piscina;558,98;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Darlete Arduin Alessi;846.761.709-80;F;1965-02-21;São Paulo;SP;darletealessi@gmail.com;(11) 96882-6752;Prata;1,0;45,9
RSV-47309211;QRT-51590;HSP-622683;Site Próprio;2024-11-16;05/01/2025;07-01-2025;2;2028,95;Check-out Realizado;HTL-485;504;5;Standard;2;Piscina;1162,37;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Noah Heller;762.839.762-04;M;2002-06-27;Goiânia;GO;noah.heller@hotmail.com;(51) 97106-1275;Bronze;4,0;865,49
RSV-60787832;QRT-25571;HSP-739286;OTA BookNow;2025-12-31;16/01/2026;23/01/2026;3;526,98;Check-out Realizado;HTL-782;101;1;Superior;3;Mata;510,72;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Anacleto Lange Amestoy;335.215.602-60;M;1965-07-17;Campinas;SP;anacleto.amestoy@hotmail.com;(51) 99615-9122;Bronze;3,0;139,99
RSV-67393740;QRT-49496;HSP-655664;OTA BookNow;2025-05-03;12/08/2025;13/08/2025;3;1050,43;Check-out Realizado;HTL-108;112;1;SUÍTE MASTER;4;Cidade;814,14;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Nadim Campi Alvinhos;113.955.434-45;M;1952-03-19;Ribeirão Preto;SP;nadim.alvinhos85@icloud.com;(21) 97647-4025;Bronze;2,0;23,02
RSV-39752765;QRT-00087;HSP-382662;OTA BookNow;2026-06-29;08/09/2026;12/09/2026;1;505,05;Confirmada;HTL-108;301;3;Luxo;3;Interna;780,58;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Silvestre Lang Kurz;144.885.015-08;M;1977-07-25;São Paulo;SP;silvestre_kurz@uol.com.br;(81) 99932-1477;Ouro;0,0;0,0
RSV-78719782;QRT-89068;HSP-673831;OTA VIAJAMAIS;2025-12-05;19/03/2026;21/03/2026;3;415,62;Check-out Realizado;HTL-606;302;3;superior;3;Interna;308,96;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Damira Zara Miranda;172.951.266-60;F;1991-05-03;Goiânia;GO;damira.miranda@uol.com.br;(19) 99895-7934;Bronze;1,0;7,23
RSV-17946722;QRT-42819;HSP-647843;OTA BookNow;2024-09-29;08-10-2024;10-10-2024;2;1178,05;Check-out Realizado;HTL-485;205;2;Standard;2;Jardim;688,48;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Linério Fujita;653.143.422-86;M;1996-04-30;Porto Alegre;RS;linerio.fujita@gmail.com;(51) 96888-2288;Bronze;3,0;958,0
RSV-66185227;QRT-07031;HSP-128844;OTA - BookNow;2026-04-29;2026-07-01;03/07/2026;3;183,10;Confirmada;HTL-105;205;2;Superior;3;Jardim;231,72;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Elorisete Amilo;169.540.231-67;F;1978-10-07;Uberlândia;MG;elorisete.amilo@outlook.com;(31) 98811-7307;Prata;0,0;0,0
RSV-77982768;QRT-82654;HSP-892718;Site Próprio;2026-09-10;20/09/2026;23/09/2026;1;1087,83;Confirmada;HTL-108;204;2;Luxo;3;Interna;795,56;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Tereza Archello Anunciato;568.369.570-89;F;1987-01-01;Brasília;DF;terezaanunciato@gmail.com;(21) 97348-1555;Ouro;0,0;0,0
RSV-90959464;QRT-38773;HSP-141671;Central Telefônica;2026-03-14;28/03/2026;29-03-2026;1;247,88;Check-out Realizado;HTL-606;306;3;Standard;2;Avenida;200,88;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Elizete Bohm Boaventura;575.744.582-35;F;1997-07-23;Brasília;DF;elizete_boaventura@yahoo.com.br;(51) 96702-4658;Prata;1,0;318,84
RSV-08661183;QRT-72908;HSP-876818;CALL CENTER;2026-02-26;05/03/2026;09.03.26;2;453,36;Check-out Realizado;HTL-606;107;1;Standard;2;Interna;228,08;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Tamara Hesse Uehara;097.586.139-52;F;1998-06-06;Salvador;BA;tamara.uehara61@outlook.com;(81) 97491-1697;Bronze;3,0;127,01
RSV-58537597;QRT-58808;HSP-340531;site proprio;2024-10-28;25/11/2024;29/11/2024;2;430,10;Cancelada;HTL-785;205;2;Standard;2;Jardim;463,7;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Marcondes Liebich;611.339.563-43;M;1986-01-25;Londrina;PR;marcondes.liebich48@gmail.com;(62) 96608-7114;Bronze;0,0;0,0
RSV-24581741;QRT-80800;HSP-941167;Site Próprio;2025-12-27;09/01/2026;14/01/2026;3;1001,50;Check-out Realizado;HTL-782;202;2;Superior;3;Mata;536,94;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Damião Santana Carvalho;978.601.625-47;M;1980-10-16;Belo Horizonte;MG;damiaocarvalho@gmail.com;(62) 97058-2614;Ouro;4,0;1025,8
RSV-67421063;QRT-92377;HSP-716565;Site Próprio;2025-08-18;15/09/2025;2025-09-17;1;1042,41;Cancelada;HTL-108;207;2;Luxo;3;Interna;736,2;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Joanice Muniz Ardena;994.018.989-36;F;2002-02-19;Niterói;RJ;joanice.ardena@hotmail.com;(81) 96935-7246;Prata;0,0;0,0
RSV-74242813;QRT-09849;HSP-064664;ViajaMais;2024-10-28;11/11/2024;14/11/2024;1;356,90;Check-out Realizado;HTL-878;405;4;Standard;2;Mar;410,28;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Laudivino Ardao Fiedler;676.024.401-02;M;1990-11-04;Niterói;RJ;laudivino.fiedler@outlook.com;(41) 96733-1790;Ouro;6,0;295,41
RSV-05716129;QRT-42444;HSP-308966;OTA ViajaMais;2025-08-11;15/08/2025;18/08/2025;3;R$ 301,68;Check-out Realizado;HTL-105;204;2;Luxo;3;Jardim;327,92;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Lorenna Almeidal Ehrlich;393.919.165-54;F;1996-07-30;Belo Horizonte;MG;lorenna_ehrlich36@uol.com.br;(11) 97680-3205;Ouro;0,0;0,0
RSV-43322674;QRT-34396;HSP-173659;OTA BookNow;2026-06-08;25/07/2026;26/07/2026;4;1004,62;Confirmada;HTL-108;211;2;Suíte Master;4;Interna;846,01;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Aleyda Marinho Meireles;705.676.802-40;F;2002-09-13;Belo Horizonte;MG;aleyda.meireles57@icloud.com;(31) 99287-4989;Bronze;0,0;0,0
RSV-93311259;QRT-22178;HSP-308662;OTA BookNow;2025-02-16;11/06/2025;2025-06-14;2;603,68;Check-out Realizado;HTL-602;404;4;Standard;2;Montanha;575,92;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Amós Grimm;229.918.128-85;M;1963-04-10;Curitiba;PR;amosgrimm9@uol.com.br;(21) 97918-8697;Diamante;4,0;389,26
RSV-88845863;QRT-42355;HSP-787735;Balcão;2025-09-12;12/09/2025;15/09/2025;1;213,93;Check-out Realizado;HTL-103;212;2;Standard;2;Piscina;210,69;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Dalva Bonetti;976.816.085-32;F;1952-07-20;Salvador;BA;dalva_bonetti@gmail.com;(16) 97233-1760;Bronze;1,0;100,12
RSV-79549907;QRT-65173;HSP-269552;Site Próprio;2026-07-30;24/08/2026;26/08/2026;2;288,86;Confirmada;HTL-785;209;2;Standard;2;Mar;396,19;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Amélita Decker;308.183.632-82;F;1949-05-28;São Paulo;SP;amelitadecker@icloud.com;(41) 98595-8335;Diamante;0,0;0,0
